School_Code,Subject_Offered,subject_category
3604,"Nutrition and Food Science",Science
3604,"Science (Chem, Bio)",Science
3604,"Science (Phy, Bio)",Science
3604,"Science (Phy, Chem)",Science
3604,"Humanities (Ss, Geography)",Humanities
3604,"Humanities (Ss, History)",Humanities
3604,"Humanities (Ss, Literature in English)",Humanities
3604,Biology,Science
3604,Chemistry,Science
3604,Electronics,Science
3604,"Higher Chinese Language",Language
3604,History,Humanities
3604,"Higher Malay Language",Language
3604,"Malay Language",Language
3604,Physics,Science
3604,Music,Art
3041,"Chinese Language Syllabus B",Language
3041,Art,Art
3041,"Basic Chinese Language",Language
3041,"Computer Applications",Science
3041,"Design & Technology",Science
3041,"Elements of Business Skills",Others
3041,"English Language",Language
3041,Mathematics,Math
3041,"Basic Malay Language",Language
3041,Science,Science
3041,"Social Studies",Humanities
3041,"Basic Tamil Language",Language
3041,"Additional Mathematics",Math
3041,"Chinese Language",Language
3041,"Literature in English",Humanities
3041,"Malay Language",Language
3041,"Nutrition and Food Science",Science
3041,"Science (Chem, Bio)",Science
3041,"Science (Phy, Chem)",Science
3041,"Humanities (Ss, Geography)",Humanities
3041,"Humanities (Ss, History)",Humanities
3041,"Humanities (Ss, Literature in English)",Humanities
3041,"Tamil Language",Language
3041,Biology,Science
3041,Chemistry,Science
3041,Geography,Humanities
3041,"Higher Chinese Language",Language
3041,"Higher Malay Language",Language
3041,"Higher Tamil Language",Language
3041,Physics,Science
3041,Music,Art
3041,"Physical Education",Others
3041,"Tamil Language Syllabus B",Language
3050,Art,Art
3050,"Basic Chinese Language",Language
3050,"Computer Applications",Science
3050,"Design & Technology",Science
3050,"Elements of Business Skills",Others
3050,"English Language",Language
3050,"Food & Consumer Education",Others
3050,Mathematics,Math
3050,"Basic Malay Language",Language
3050,Science,Science
3050,"Social Studies",Humanities
3050,"Additional Mathematics",Math
3050,"Chinese Language",Language
3050,Geography,Humanities
3050,History,Humanities
3050,"Literature in English",Humanities
3050,"Malay Language",Language
3050,"Nutrition and Food Science",Science
3050,"Principles of Accounts",Math
3050,"Science (Chem, Bio)",Science
3050,"Science (Phy, Chem)",Science
3050,"Humanities (Ss, Geography)",Humanities
3050,"Humanities (Ss, History)",Humanities
3050,Biology,Science
3050,Chemistry,Science
3050,Computing,Science
3050,Drama,Art
3050,"Higher Chinese Language",Language
3050,"Higher Malay Language",Language
3050,Physics,Science
3050,"Humanities (Ss, Literature in Chinese)",Humanities
3050,"Humanities (Ss, Literature in English)",Humanities
3050,Music,Art
3050,"Physical Education",Others
3222,"Computer Applications",Science
3222,"Elements of Business Skills",Others
3222,"Smart Electrical Technology",Science
3222,Mathematics,Math
3222,Science,Science
3222,"Social Studies",Humanities
3222,Art,Art
3222,"Chinese Language",Language
3222,Geography,Humanities
3222,History,Humanities
3222,"Literature in English",Humanities
3222,"Malay Language",Language
3222,"Principles of Accounts",Math
3222,"Science (Chem, Bio)",Science
3222,"Science (Phy, Chem)",Science
3222,"Humanities (Ss, Geography)",Humanities
3222,"Humanities (Ss, History)",Humanities
3222,"Tamil Language",Language
3222,"Additional Mathematics",Math
3222,Biology,Science
3222,Chemistry,Science
3222,"English Language",Language
3222,"Exercise & Sports Science",Others
3222,"Higher Chinese Language",Language
3222,Physics,Science
3222,Music,Art
3222,"Physical Education",Others
3020,"Character and Citizenship Education",Others
3020,"Chinese Language Syllabus B",Language
3020,Art,Art
3020,"Basic Chinese Language",Language
3020,"Computer Applications",Science
3020,"Design & Technology",Science
3020,"English Language",Language
3020,"Food & Consumer Education",Others
3020,Mathematics,Math
3020,"Basic Malay Language",Language
3020,Music,Art
3020,"Retail Operations",Others
3020,Science,Science
3020,"Social Studies",Humanities
3020,"Basic Tamil Language",Language
3020,"Additional Mathematics",Math
3020,"Chinese Language",Language
3020,Geography,Humanities
3020,History,Humanities
3020,"Literature in English",Humanities
3020,"Malay Language",Language
3020,"Principles of Accounts",Math
3020,"Science (Chem, Bio)",Science
3020,"Science (Phy, Chem)",Science
3020,"Humanities (Ss, Geography)",Humanities
3020,"Humanities (Ss, History)",Humanities
3020,"Tamil Language",Language
3020,Biology,Science
3020,Chemistry,Science
3020,"Exercise & Sports Science",Others
3020,"Higher Chinese Language",Language
3020,"Higher Malay Language",Language
3020,"Higher Tamil Language",Language
3020,Physics,Science
3020,"Malay Language Syllabus B",Language
3020,"Physical Education",Others
3045,"Computer Applications",Science
3045,Music,Art
3045,Science,Science
3045,"Social Studies",Humanities
3045,"Design & Technology",Science
3045,"Principles of Accounts",Math
3045,"Additional Mathematics",Math
3045,Art,Art
3045,Biology,Science
3045,Chemistry,Science
3045,"Chinese Language",Language
3045,"English Language",Language
3045,Geography,Humanities
3045,"Higher Chinese Language",Language
3045,"Higher Art",Art
3045,History,Humanities
3045,"Literature in English",Humanities
3045,"Literature in Tamil",Humanities
3045,Mathematics,Math
3045,"Malay Language",Language
3045,Physics,Science
3045,"Science (Chem, Bio)",Science
3045,"Science (Phy, Chem)",Science
3045,"Humanities (Ss, Geography)",Humanities
3045,"Humanities (Ss, History)",Humanities
3045,"Humanities (Ss, Literature in Tamil)",Humanities
3045,"Tamil Language",Language
3045,"Physical Education",Others
3223,"Portfolio Preparation Programme",Others
3223,"Chinese Language Syllabus B",Language
3223,Art,Art
3223,"Basic Chinese Language",Language
3223,"Computer Applications",Science
3223,"Design & Technology",Science
3223,"English Language",Language
3223,"Food & Consumer Education",Others
3223,Mathematics,Math
3223,"Basic Malay Language",Language
3223,Science,Science
3223,"Social Studies",Humanities
3223,"Basic Tamil Language",Language
3223,"Chinese Language",Language
3223,Geography,Humanities
3223,History,Humanities
3223,"Literature in English",Humanities
3223,"Malay Language",Language
3223,"Nutrition and Food Science",Science
3223,"Principles of Accounts",Math
3223,"Science (Phy, Chem)",Science
3223,"Humanities (Ss, Geography)",Humanities
3223,"Humanities (Ss, History)",Humanities
3223,"Tamil Language",Language
3223,"Additional Mathematics",Math
3223,Biology,Science
3223,Chemistry,Science
3223,"Higher Chinese Language",Language
3223,Physics,Science
3223,"Science (Chem, Bio)",Science
3223,Music,Art
3223,"Physical Education",Others
3019,Cce,Others
3019,Alp,Others
3019,Art,Art
3019,"Basic Chinese Language",Language
3019,"Computer Applications",Science
3019,"Design & Technology",Science
3019,"Elements of Business Skills",Others
3019,"English Language",Language
3019,"Food & Consumer Education",Others
3019,Mathematics,Math
3019,"Basic Malay Language",Language
3019,"Mobile Robotics",Science
3019,Science,Science
3019,"Social Studies",Humanities
3019,"Basic Tamil Language",Language
3019,"Chinese Language",Language
3019,Geography,Humanities
3019,History,Humanities
3019,"Malay Language",Language
3019,"Nutrition and Food Science",Science
3019,"Science (Chem, Bio)",Science
3019,"Science (Phy, Chem)",Science
3019,"Humanities (Ss, Geography)",Humanities
3019,"Humanities (Ss, History)",Humanities
3019,"Humanities (Ss, Literature in English)",Humanities
3019,"Tamil Language",Language
3019,"Additional Mathematics",Math
3019,Biology,Science
3019,Chemistry,Science
3019,Electronics,Science
3019,"Literature in English",Humanities
3019,Music,Art
3019,Physics,Science
3019,"Physical Education",Others
3307,Art,Art
3307,"Chinese Language Syllabus B",Language
3307,"Design & Technology",Science
3307,"Food & Consumer Education",Others
3307,"Basic Chinese Language",Language
3307,"Computer Applications",Science
3307,"English Language",Language
3307,Mathematics,Math
3307,"Basic Malay Language",Language
3307,Science,Science
3307,"Social Studies",Humanities
3307,"Additional Mathematics",Math
3307,"Chinese Language",Language
3307,"Food & Nutrition",Others
3307,History,Humanities
3307,"Literature in English",Humanities
3307,"Malay Language",Language
3307,"Science (Phy, Chem)",Science
3307,"Humanities (Ss, Geography)",Humanities
3307,"Humanities (Ss, History)",Humanities
3307,Biology,Science
3307,Chemistry,Science
3307,Geography,Humanities
3307,"Higher Chinese Language",Language
3307,Physics,Science
3307,"Physical Education",Others
7027,"Basic Chinese Language",Language
7027,"Computer Applications",Science
7027,"Design & Technology",Science
7027,"Elements of Business Skills",Others
7027,"Basic Malay Language",Language
7027,Science,Science
7027,"Additional Mathematics",Math
7027,Art,Art
7027,"Principles of Accounts",Math
7027,"Science (Chem, Bio)",Science
7027,"Science (Phy, Chem)",Science
7027,"Humanities (Ss, Geography)",Humanities
7027,"Humanities (Ss, History)",Humanities
7027,Biology,Science
7027,Chemistry,Science
7027,"Chinese Language",Language
7027,"English Language",Language
7027,"Exercise & Sports Science",Others
7027,"Higher Chinese Language",Language
7027,"Literature in English",Humanities
7027,Mathematics,Math
7027,"Malay Language",Language
7027,"Nutrition and Food Science",Science
7027,Physics,Science
7027,"Science (Phy, Bio)",Science
7027,"Physical Education",Others
3617,Art,Art
3617,"Design & Technology",Science
3617,"Food & Consumer Education",Others
3617,"Basic Chinese Language",Language
3617,"Computer Applications",Science
3617,"English Language",Language
3617,Mathematics,Math
3617,"Basic Malay Language",Language
3617,Science,Science
3617,"Social Studies",Humanities
3617,"Additional Mathematics",Math
3617,"Chinese Language",Language
3617,"Malay Language",Language
3617,"Nutrition and Food Science",Science
3617,"Principles of Accounts",Math
3617,"Science (Chem, Bio)",Science
3617,"Science (Phy, Chem)",Science
3617,"Humanities (Ss, Geography)",Humanities
3617,"Humanities (Ss, History)",Humanities
3617,Biology,Science
3617,Chemistry,Science
3617,Geography,Humanities
3617,"Higher Chinese Language",Language
3617,History,Humanities
3617,"Literature in English",Humanities
3617,Physics,Science
3617,Music,Art
3617,"Physical Education",Others
3240,Art,Art
3240,"Basic Chinese Language",Language
3240,"Computer Applications",Science
3240,"Design & Technology",Science
3240,"Elements of Business Skills",Others
3240,"English Language",Language
3240,Mathematics,Math
3240,"Basic Malay Language",Language
3240,Science,Science
3240,"Social Studies",Humanities
3240,"Additional Mathematics",Math
3240,"Chinese Language",Language
3240,"Food & Consumer Education",Others
3240,Geography,Humanities
3240,History,Humanities
3240,"Literature in English",Humanities
3240,"Malay Language",Language
3240,"Nutrition and Food Science",Science
3240,"Principles of Accounts",Math
3240,"Science (Phy, Chem)",Science
3240,"Humanities (Ss, Geography)",Humanities
3240,"Humanities (Ss, History)",Humanities
3240,Biology,Science
3240,Chemistry,Science
3240,Computing,Science
3240,"Higher Chinese Language",Language
3240,"Higher Art",Art
3240,"Malay Language (Special Programme)",Language
3240,Physics,Science
3240,Music,Art
3240,"Physical Education",Others
